fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
8/p2q1p1k/4pQp1/1p1b2Bp/7P/8/5PP1/6K1 w - - 1 1,g5h6->a7a5->f6g7,2,2,0,0.9524438381195068
r7/6R1/ppkqrn1B/2pp3p/P6n/2N5/8/1Q1R1K2 w - - 1 1,a4a5->a8h8->b1b6,2,2,0,9.179183959960938
r2q1k1r/3bnp2/p1n1pNp1/3pP1Qp/Pp1P4/2PB4/5PPP/R1B2RK1 w - - 1 1,g5h6->h8h6->c1h6,2,2,0,0.7716119289398193
6rk/1r2pR1p/3pP1pB/2p1p3/P6Q/P1q3P1/7P/5BK1 w - - 1 1,h2h3->g8f8->f7f8,2,2,0,0.20607709884643555
1r2Rr2/3P1p1k/5Rpp/qp6/2pQ4/7P/5PPK/8 w - - 1 1,f2f4->f8h8->f6f7,2,2,0,1.312648057937622
r4rk1/5Rbp/p1qN2p1/P1n1P3/8/1Q3N1P/5PP1/5RK1 w - - 1 1,f7f8->g8f8->b3f7,2,2,0,0.2941319942474365
7R/3r4/8/3pkp1p/5N1P/b3PK2/5P2/8 w - - 1 1,h8h6->d5d4->h6e6,2,2,0,0.1045379638671875
8/1R3p2/3rk2p/p2p2p1/P2P2P1/3B1PN1/5K1P/r7 w - - 1 1,d3f5->e6f6->g3h5,2,2,0,0.9030551910400391
8/5prk/p5rb/P3N2R/1p1PQ2p/7P/1P3RPq/5K2 w - - 1 1,h5h6->h7h6->e4h4,2,2,0,0.20191717147827148
rqb2bk1/3n2pr/p1pp2Qp/1p6/3BP2N/2N4P/PPP3P1/2KR3R w - - 1 1,g6e6->g8h8->h4g6,2,2,0,0.36802101135253906
1Q6/r3R2p/k2p2pP/p1q5/Pp4P1/5P2/1PP3K1/8 w - - 1 1,c2c4->a7a8->b8b7,2,2,0,0.9628260135650635
N5k1/5p2/6p1/6Pp/4bb1P/P5r1/7K/2R3R1 b - - 0 1,g3g1->h2h3->e4g2,2,2,0,0.5402927398681641
3R4/3Q1p2/q1rn2kp/4p3/4P3/2N3P1/5P1P/6K1 w - - 1 1,d7g4->g6f6->c3d5,2,2,0,1.0840377807617188
6R1/2k2P2/1n5r/3p1p2/3P3b/1QP2p1q/3R4/6K1 b - - 0 1,h3f1->g1h2->h4e1,2,2,0,0.9528899192810059
5r2/7p/3R4/p3pk2/1p2N2p/1P2BP2/6PK/4r3 w - - 1 1,g2g4->h4g3->e4g3,2,2,0,1.5354077816009521
7r/3kbp1p/1Q3R2/3p3q/p2P3B/1P5K/P6P/8 w - - 1 1,b6c6->d7d8->f6d6,2,2,0,0.7520220279693604
r4r1k/p2p3p/bp1Np3/4P3/2P2nR1/3B1q2/P1PQ4/2K3R1 w - - 1 1,a2a4->f8g8->d6f7,2,2,0,1.519596815109253
1r3b2/1bp2pkp/p1q4N/1p1n1pBn/8/2P3QP/PPB2PP1/4R1K1 w - - 1 1,g5c1->g7h8->g3g8,2,2,0,1.2591984272003174
8/k1p1q3/Pp5Q/4p3/2P1P2p/3P4/4K3/8 w - - 1 1,h6b6->a7a8->b6b7,2,2,0,0.3230159282684326
8/pp2k3/7r/2P1p1p1/4P3/5pq1/2R3N1/1R3BK1 b - - 0 1,a7a5->c2c4->f3f2,2,2,0,2.0449390411376953
7k/p5b1/1p4Bp/2q1p1p1/1P1n1r2/P2Q2N1/6P1/3R2K1 b - - 0 1,d4c2->g1h2->f4h4,2,2,0,6.023655891418457
8/p4q2/6k1/1p3rP1/3Q4/8/PPP5/K6R w - - 1 1,h1h6->g6g5->d4h4,2,2,0,1.361332893371582
2r3k1/1p3ppp/p3p3/7P/P4P2/1R2QbP1/6q1/1B2K3 b - - 0 1,b7b5->e3a7->g2e2,2,2,0,0.7389309406280518
6r1/p6k/Bp3n1r/2pP1P2/P4q1P/2P2Q2/5K2/2R2R2 b - - 0 1,f6e4->f2e1->f4d2,2,2,0,1.399238109588623
8/8/8/5P2/R2p1N2/4n1r1/PP6/5k1K b - - 0 1,d4d3->f4g6->g3h3,2,2,0,0.2519068717956543
r7/4k1Pp/2n1p2P/q2pp1N1/1p4P1/1P6/P4R2/1K1R4 w - - 1 1,f2f7->e7d6->g5e4,2,2,0,1.1943061351776123
2Q5/1p3p2/3b1k1p/3Pp3/4B1R1/4q1P1/r4PK1/8 w - - 1 1,g4g8->f6e7->c8d8,2,2,0,0.17798614501953125
8/5Qpk/p1R4p/P2p4/6P1/2rq4/5PPK/8 w - - 1 1,c6g6->h7h8->f7g7,2,2,0,0.6143381595611572
3n1k2/5p2/2p1bb2/1p2pN1q/1P2P3/2P3Q1/5PB1/3R2K1 w - - 1 1,f2f4->f8e8->g3g8,2,2,0,1.3812859058380127
rnR5/p3p1kp/4p1pn/bpP5/5BP1/5N1P/2P2P2/2K5 w - - 1 1,f4e5->g7f7->f3g5,2,2,0,0.5332231521606445
6rk/6p1/4R2p/p2pP2b/5Q2/2P2PB1/1q4PK/8 w - - 1 1,e6h6->g7h6->f4h6,2,2,0,0.5630459785461426
1Q6/8/3p1pk1/2pP4/1p3K2/5R2/5qP1/4r3 b - - 0 1,f6f5->b8h8->e1e4,2,2,0,0.12406086921691895
r4r1k/pp5p/n5p1/1q2Np1n/1Pb5/6P1/PQ2PPBP/1RB3K1 w - - 1 1,e5g4->h8g8->g4h6,2,2,0,0.18692779541015625
7k/p1p2bp1/3q1N1p/4rP2/4pQ2/2P4R/P2r2PP/4R2K w - - 1 1,h3h6->g7h6->f4h6,2,2,0,8.701637029647827
7k/2p3pp/p7/1p1p4/PP2pr2/B1P3qP/4N1B1/R1Qn2K1 b - - 0 1,d1e3->a3b2->g3g2,2,2,0,0.6085150241851807
r1b2k2/1p1p1r1B/n4p2/p1qPp3/2P4N/4P1R1/PPQ3PP/R5K1 w - - 1 1,g3g8->f8e7->h4f5,2,2,0,0.8451189994812012
8/8/2K2b2/2N2k2/1p4R1/1B3n1P/3r1P2/8 w - - 1 1,b3e6->f5e5->g4e4,2,2,0,2.2549960613250732
5R2/R5pp/2b1p1k1/5n2/p1r2PK1/8/7P/8 b - - 0 1,h7h5->g4h3->c4c3,2,2,0,0.7272441387176514
8/3R3p/2b4k/p1p1B1p1/2n2PB1/3p1P2/P7/6K1 w - - 1 1,f4f5->c6a8->e5g7,2,2,0,0.8257570266723633
6k1/1p5p/3P3r/4p3/2N1PBpb/PPr5/3R1P1K/5b1R b - - 0 1,e5f4->c4b6->h4f2,2,2,0,0.6457600593566895
8/4n2k/b1Pp2p1/3Ppp1p/p2qP3/3B1P2/Q2NK1PP/3R4 b - - 0 1,a6d3->e2e1->d4e3,2,2,0,1.2745888233184814
k2r4/ppRn2p1/6p1/1P3p2/3p1B2/6P1/P4PBP/4n1K1 w - - 1 1,g2b7->a8b8->c7d7,2,2,0,1.4792068004608154
4rk2/1bq2p1Q/3p1bp1/1p1n2N1/4PB2/2Pp3P/1P1N4/5RK1 w - - 1 1,f4d6->d5e7->h7f7,2,2,0,0.5179469585418701
8/R7/pp1b2kp/1b1B1p2/5P1P/5KP1/P7/8 w - - 1 1,h4h5->g6h5->d5f7,2,2,0,0.7649540901184082
2b3k1/6p1/p2bp2r/1p1p4/3Np1B1/1PP1PRq1/P1R3P1/3Q2K1 b - - 0 1,h6h1->g1h1->g3h2,2,2,0,0.5300397872924805
6k1/p2p2p1/8/3np1N1/1P5R/3q2P1/5RKP/8 w - - 1 1,h4c4->g8h8->f2f8,2,2,0,0.3439297676086426
2r3k1/3b2b1/5pp1/3P4/pB2P3/2NnqN2/1P2B2Q/5K1R b - - 0 1,d7h3->h2g2->e3f2,2,2,0,5.103623867034912
n3r1k1/Q4R1p/p5pb/1p2p1N1/1q2P3/1P4PB/2P3KP/8 w - - 1 1,h3e6->g8h8->f7h7,2,2,0,0.19553685188293457
2r5/2k4p/1p2pp2/1P2qp2/8/Q5P1/4PP1P/R5K1 w - - 1 1,a3e7->c7b8->e7a7,2,2,0,0.24934172630310059
6k1/4q1b1/p1p1p1Q1/1r4N1/4p3/1P5R/5P2/7K w - - 1 1,h3c3->g8h8->g6h7,2,2,0,0.2939181327819824
5rk1/pb2npp1/1pq4p/5p2/5B2/1B6/P2RQ1PP/2r1R2K b - - 0 1,c1e1->e2f1->e1f1,2,2,0,6.115683078765869
6k1/2R1Qpb1/3Bp1p1/1p2n2p/3q4/1P5P/2N2PPK/r7 b - - 0 1,d4f4->g2g3->f4f2,2,2,0,0.3798797130584717
6k1/pp3p2/2p2np1/2P1pbqp/P3P3/2N2nP1/2Pr1P2/1RQ1RB1K b - - 0 1,d2f2->c3d5->f2h2,2,2,0,4.6021950244903564
6k1/p2rR1p1/1p1r1p1R/3P4/4QPq1/1P6/P5PK/8 w - - 1 1,a2a4->g8f8->h6h8,2,2,0,0.2248537540435791
7R/1bpkp3/p2pp3/3P4/4B1q1/2Q5/4NrP1/3K4 w - - 1 1,g2g3->b7c8->c3c6,2,2,0,2.693121910095215
1r3r1k/qp5p/3N4/3p2Q1/p6P/P7/1b6/1KR3R1 w - - 1 1,h4h5->f8g8->d6f7,2,2,0,2.284879207611084
r3k2r/p3bpp1/2q1p1b1/1ppPP1B1/3n3P/5NR1/PP2NP2/K1QR4 b kq - 0 1,d4b3->a2b3->c6a6,2,2,0,28.26653289794922
1r5k/3b3p/3p3b/2qPp3/Pnp4P/Q1N5/8/K5RR b - - 0 1,b4c2->a1a2->c5a3,2,2,0,3.9721620082855225
1k1r4/pp5R/2p5/P5p1/7b/4Pq2/1PQ2P2/3NK3 b - - 0 1,d8d1->c2d1->f3f2,2,2,0,0.2698380947113037
1r3k2/4R3/1p4Pp/p1pN1p2/2Pn1K2/1P6/1P6/8 w - - 1 1,g6g7->f8g8->d5f6,2,2,0,0.11212611198425293
5bk1/R4p1p/6p1/8/3p2K1/1Q4P1/1P3P1q/2r5 b - - 0 1,h2h5->g4f4->h5f5,2,2,0,0.2649049758911133
3rr2k/pp1b2b1/4q1pp/2Pp1p2/3B4/1P2QNP1/P6P/R4RK1 w - - 1 1,e3e5->h8g8->e5g7,2,2,0,0.30219006538391113
3r2k1/6pp/1nQ1R3/3r4/3N2q1/6N1/n4PPP/4R1K1 w - - 1 1,c6d5->g8h8->d5d8,2,2,0,0.32530784606933594
