fen,sequence_of_moves,found_mate,best_mate,difference,compute_duration
rq3r1k/pbp2Bpp/1p1b4/8/8/P3PPn1/1PQ2P1P/4K2R w K - 0 1,h2g3->f8g8->h1h7,2,2,0,3.727724075317383
r1b1qr2/ppp2p1k/2np2pB/2b1pP1Q/2B1P3/2NP4/PPP5/R4K1R w - - 0 1,c3d5->f8h8->d5f6,2,2,0,0.34650707244873047
1b6/pk1pq3/1N1n4/K2Pp3/2Q1B3/8/8/8 w - - 0 1,c4c8->d6c8->d5d6,2,2,0,1.6143207550048828
r1b1Rbkr/pppp1q1p/6p1/3Q2B1/8/8/PPP3PP/RN4K1 w - - 0 1,g5h6->a7a5->e8f8,2,2,0,0.5776498317718506
2r1k1qr/p1p5/1p2p1pp/1N4B1/8/1P3R2/P4PPP/3R2K1 w k - 0 1,b5c7->c8c7->d1d8,2,2,0,0.4609360694885254
4n1rk/4q1pp/5p2/8/1p3N2/P3B3/1P6/1K2R3 w - - 0 1,f4g6->h7g6->e1h1,2,2,0,0.09596586227416992
2b1q1rk/Q6p/6pN/4bp2/8/7R/1P6/1K6 w - - 0 1,h6g4->g8f8->a7h7,2,2,0,1.119107961654663
rn3rk1/ppp2p1p/3p1p2/5N2/1P2q3/7P/PBPQ2P1/6K1 w - - 0 1,d2g5->f6g5->f5h6,2,2,0,0.6682980060577393
2rk1b1r/2pb1Q2/5n2/4N3/1P3Ppq/8/4RP2/6K1 w - - 0 1,e2d2->h8g8->e5c6,2,2,0,0.7320969104766846
k1r2br1/1ppN2qp/p4p2/P2P1b2/BQ6/8/5BPP/R5K1 w - - 0 1,a1b1->g8h8->b4b7,2,2,0,1.9782319068908691
6rq/1p4kN/p5pp/4p3/5Pb1/6P1/PP1Q1K1P/3R4 w - - 0 1,d2d7->g4d7->d1d7,2,2,0,0.5968382358551025
n2N4/k7/1r6/Kp6/8/8/1q6/7Q w - - 0 1,h1b7->b6b7->d8c6,2,2,0,0.2877321243286133
2nNkbn1/2p1p2p/6p1/q2N4/6Q1/8/6PP/r1rR3K w - - 0 1,g4e2->g8h6->d5f6,2,2,0,3.094576835632324
8/1R6/4b3/3N3p/3qp1kP/P5P1/6K1/8 w - - 0 1,b7f7->e6c8->f7f4,2,2,0,0.2648177146911621
8/5Nb1/4r2p/5p1p/5PkB/4P3/4nK2/7R w - - 0 1,h4g3->g7h8->h1h4,2,2,0,0.6978878974914551
kr4r1/1R6/Pb6/1N6/4b3/1q6/3R4/K7 w - - 0 1,d2d8->g8h8->b7b8,2,2,0,0.25554585456848145
8/3R4/1Nn2p2/2r1kP2/3pp1K1/8/8/8 w - - 0 1,d7d5->c5d5->b6c4,2,2,0,0.13399195671081543
1b6/1R6/n2NP3/kppPp3/p7/Prn5/8/K7 w - - 0 1,b7b5->b3b5->d6c4,2,2,0,0.8367509841918945
n2N4/k7/p7/n1P4P/3K4/8/1R6/2q5 w - - 0 1,b2b7->a5b7->d8c6,2,2,0,0.24533367156982422
3nr3/1qnbkp2/3p4/1pQPpP1p/pP2P1pP/P1NB2P1/5BK1/8 w - - 0 1,c5d6->e7d6->f2c5,2,2,0,0.3379061222076416
8/R7/2K1kr1q/3pp3/2pP2P1/b7/8/1Q6 w - - 0 1,b1e1->h6h8->e1e5,2,2,0,0.9523398876190186
5k2/3r1p2/5P2/8/8/1qp5/1P2R3/1K4R1 w - - 0 1,g1h1->f8g8->e2e8,2,2,0,0.06016898155212402
r4b1r/pppbkBpp/q1n3n1/5p2/2NP4/1QP5/PP3PPP/RNB2RK1 w - - 0 1,c1g5->e7f7->c4d6,2,2,0,1.4085500240325928
3B4/2R5/pk2b3/1p3n2/8/8/3Q2qr/K7 w - - 0 1,d2c1->e6g8->c7d7,2,2,0,0.9742887020111084
r3q1rk/p2n1p1p/2p1pPpQ/8/8/3P1PP1/1BP3K1/R7 w - - 0 1,c2c4->g8f8->h6g7,2,2,0,0.22750496864318848
2Q5/8/5Np1/3pn3/3N1k1n/2P5/5K2/7q w - - 0 1,d4f3->e5f7->c8g4,2,2,0,0.573397159576416
r1b3qk/pppp3p/5P2/8/n7/6Q1/P4PPP/R3R1K1 w - - 0 1,e1e8->a7a5->e8g8,2,2,0,0.29918789863586426
8/5pp1/q1pR1rkp/1p1pQn2/1P3P2/r1p3PP/B5K1/8 w - - 0 1,g3g4->g6h7->h3h4->f6d6,3,2,-1,1.469374179840088
r7/pp4R1/7p/3qB1p1/7k/PP4NP/7K/5R2 w - - 0 1,f1f4->g5g4->g7g4,2,2,0,5.38221287727356
8/5B1p/2n3pk/6R1/6PK/8/1B2B3/3r4 w - - 0 1,g5a5->c6d8->g4g5,2,2,0,0.63767409324646
r7/5rQ1/4kp2/2p1pRp1/4P3/1Pq4P/6PK/3R4 w - - 0 1,d1d7->a8h8->g7f7,2,2,0,0.7148900032043457
5N1k/pp4p1/2p2n1p/8/2Bq1P2/8/PPQr1P1P/6K1 w - - 0 1,a2a4->f6g8->c2h7,2,2,0,0.5592420101165771
rq3r1k/pbp1N1pp/1p1b4/8/2B5/P3PPn1/1P3P1P/3QK2R w K - 0 1,h2g3->f8g8->e7g6,2,2,0,0.4476490020751953
8/3Rnprq/1pQ2rk1/8/5PP1/3p4/8/5K2 w - - 0 1,c6f6->g6f6->d7d6,2,2,0,0.8693361282348633
3rk1n1/1b2p2p/1Nq2n2/2P2NQ1/1pP1P3/8/6PP/4RR1K w - - 0 1,g5f6->g8h6->f5g7,2,2,0,0.8679261207580566
r2qrk2/1bp1b1pp/p1np4/1p1Q1NB1/4n3/2P5/PP3PPP/RN2R1K1 w - - 0 1,d5d4->f8g8->d4g7,2,2,0,0.4521310329437256
2bqr3/3rnp1p/ppn2kp1/2p5/3p1N1P/3P2P1/PPPQ1PB1/4RRK1 w - - 0 1,f4h5->g6h5->d2g5,2,2,0,0.40576171875
r2q1rk1/1b3Nn1/p5n1/1p1p4/2p5/1P1BP2R/P1PP2PP/5RK1 w - - 0 1,d3g6->f8e8->h3h8,2,2,0,0.7976949214935303
8/6np/q2p2k1/7p/7P/3p2Pn/PP1Q4/K4R2 w - - 0 1,d2d3->g6h6->f1f6,2,2,0,0.10995888710021973
rn2Qb2/pp2p2p/4knp1/3N1p2/2BP1B2/8/P3KPPP/7q w - - 0 1,a2a4->f8g7->d5c7,2,2,0,0.43596625328063965
4k1nr/3bb1pp/4N1q1/6B1/2B5/8/8/5QK1 w k - 0 1,f1f6->g8h6->f6e7,2,2,0,0.6870009899139404
2b1K3/n1k5/2P5/1Q1Bp3/2Rb4/q7/8/8 w - - 0 1,b5a5->c7b8->c6c7,2,2,0,0.32921504974365234
rnbq1r2/pppp2k1/1b3N2/4N1pQ/2BP4/6p1/PPP4P/R4K1R w - - 0 1,h2g3->f8h8->h5f7,2,2,0,0.3253018856048584
k7/P3R3/KP1n4/3r4/4b3/8/8/8 w - - 0 1,e7e4->d6e8->b6b7,2,2,0,0.015832185745239258
4rk2/3qn1p1/p1n1R3/1p3pB1/2Q3pP/2N5/PPP3P1/5K2 w - - 0 1,e6f6->g7f6->g5h6,2,2,0,0.48170018196105957
r1rq3r/pp1k1BQ1/4p3/3pP3/2pPn3/P5B1/2P3PP/R4RK1 w - - 0 1,f7e6->d7e8->g7f7,2,2,0,0.8060448169708252
r1r4k/1p1R1P1p/pq2p1pB/8/8/2P5/P1P3PP/5R1K w - - 0 1,h6c1->h8g7->f7f8r,2,2,0,1.934453010559082
5k1r/pp3pp1/n1p4p/5N2/7Q/8/PqPr1PPP/R3R1K1 w - - 0 1,a2a4->h8g8->h4e7,2,2,0,1.732576847076416
8/2p5/P1k1K3/Ppb5/3P4/2n5/2B1p3/2r5 w - - 0 1,c2e4->c3e4->d4d5,2,2,0,0.6606500148773193
8/2p1NN2/8/7R/4kr2/3bPn2/1p3P2/3K4 w - - 0 1,h5e5->f3e5->f7g5,2,2,0,1.2434451580047607
r7/4p2p/2p3p1/pp1bP3/3PnkPP/5B2/PP2R1K1/4B3 w - - 0 1,e1f2->a8h8->f2e3,2,2,0,0.29048800468444824
rq2r3/1pp2k1N/2p1R1p1/p2Q1Pp1/2P5/P6P/6B1/6K1 w - - 0 1,f5f6->e8h8->e6e7,2,2,0,0.40856003761291504
5bnr/6kp/4Kn2/5P1R/5B2/8/8/8 w - - 0 1,f4h6->g8h6->h5g5,2,2,0,0.05286574363708496
8/1p5r/3p1nkb/1N1P1R2/2P1pPB1/4B2P/6RK/4q3 w - - 0 1,g4h5->g6f5->b5d4,2,2,0,0.4884929656982422
r1b1nr1n/pp1p1kpB/1q1Ppp1p/2p1P2P/2P5/2P2N2/P1Q2PP1/R1B1K2R w KQ - 0 1,a2a4->h8g6->h5g6,2,2,0,0.4243311882019043
r4r1k/pp3Bpp/2n5/4P2Q/5R2/4p3/PqP3PP/R6K w - - 0 1,f4h4->f8g8->h5h7,2,2,0,4.965150833129883
r1bk3r/2pB1ppp/P1p1Pq2/b7/3Q4/B1P5/P1P2PPP/R3K2R w KQ - 0 1,d7c6->f6d4->e6e7,2,2,0,0.32799601554870605
r1b2br1/6kp/pqp2p1n/3n2BB/Pp1P4/1Pp3Q1/5PPP/R4RK1 w - - 0 1,g5f6->g7f6->g3e5,2,2,0,0.904911994934082
3R1r1r/1p3Npp/p3q1n1/5p2/6Pk/1QB4P/PPP2P2/2K5 w - - 0 1,c3e1->h8g8->b3g3,2,2,0,3.199467897415161
2R1rknQ/1p3p2/p2p1Pr1/3q2B1/3p4/7P/PP4PK/5R2 w - - 0 1,a2a4->e8d8->c8d8,2,2,0,1.4065139293670654
r1bR1b2/4kq2/4p1Qp/5p2/p1p5/P1B1P3/1P3PPP/6K1 w - - 0 1,c3f6->f7f6->g6e8,2,2,0,0.9985640048980713
rn4nr/ppp1bB1p/5qp1/8/4P1k1/8/PPP2PP1/RNB1KN1R w KQ - 0 1,h1h3->g8h6->f1h2,2,2,0,0.41390180587768555
1r3r2/4Q3/p2p2k1/3P2Pp/2pqN3/3n1BK1/6P1/8 w - - 0 1,f3h5->g6f5->e7e6,2,2,0,1.50742506980896
2rk3r/p3RRp1/1b5p/1B2P3/8/6P1/P4P1P/6K1 w - - 0 1,e7e6->h8g8->e6d6,2,2,0,0.2855370044708252
6k1/p3b1P1/2p2r1p/2q5/4B3/P2P4/8/6RK w - - 0 1,a3a4->g8f7->g7g8q,2,2,0,0.07299685478210449
5Q2/5Qpk/p3pnqp/8/6p1/1P4PP/3p1PBK/2q2R2 w - - 0 1,g2e4->d2d1n->f8g7,2,2,0,3.009286880493164
5r2/6kp/8/5Q2/q6P/8/6K1/2B5 w - - 0 1,c1h6->g7h6->f5g5,2,2,0,0.24820184707641602
r4r2/pbq1kpQN/1pn1p3/2p5/8/8/PPP2PPP/3RR1K1 w - - 0 1,d1d6->f8h8->e1e6,2,2,0,0.4001808166503906
8/2pnB3/Pbk5/4R3/1PKn4/8/8/8 w - - 0 1,e5e6->d4e6->b4b5,2,2,0,0.18325304985046387
5R2/5r1q/p4k2/1bP2p2/7r/P5Q1/1P3KP1/4R3 w - - 0 1,e1e6->f6e6->g3d6,2,2,0,1.548820972442627
1brr1k2/2R3n1/4p2N/pB5N/4q3/8/3Q1P1K/8 w - - 0 1,f2f4->d8e8->c7f7,2,2,0,1.2232978343963623
1q6/6NK/5p2/1r2r1kb/6pp/8/8/5R2 w - - 0 1,f1f5->e5f5->g7e6,2,2,0,0.1213681697845459
1qk1r1r1/p2b4/P3p3/BN1p1npp/2p1n3/2P5/1QP1BPPP/RR4K1 w - - 0 1,b5a3->g8h8->b2b8,2,2,0,0.9070441722869873
6q1/3p4/4np2/2P1k3/7K/3PP3/8/1B3R2 w - - 0 1,f1f5->e5f5->d3d4,2,2,0,0.08604693412780762
r4r1k/1b6/p3PpPB/1p5Q/7K/1P3qP1/P6P/8 w - - 0 1,h6c1->h8g8->h5h7,2,2,0,0.0788431167602539
2b2n1r/5N2/ppp3r1/7k/3P1R1p/5P1N/PP3K2/6R1 w - - 0 1,g1g4->h8g8->g4h4,2,2,0,0.27678894996643066
3r2r1/pb1qb2k/4R1pB/1p5Q/3P4/2P5/P4PPP/6K1 w - - 0 1,a2a4->g8h8->h5g6,2,2,0,0.1957550048828125
1r6/2q2p1r/ppN1nkp1/3pR2p/b2B3P/2PP2P1/5PB1/1R4K1 w - - 0 1,g3g4->b8h8->e5f5,2,2,0,0.6878337860107422
r1b1qr2/1p3p2/p3pk2/6b1/6pP/2PQ2B1/P5P1/1B5K w - - 0 1,h4g5->f6g7->d3h7,2,2,0,0.5159468650817871
rn1q1bnr/5p1p/p1Bp4/1p1NkPp1/3pP3/3P2P1/PPP4P/R1Bb1RK1 w - - 0 1,c1f4->g5f4->g3f4,2,2,0,0.836371898651123
7r/1p3Q1p/2q5/3bk3/1Q2p3/2P5/r2P2PP/2KR4 w - - 0 1,d2d4->e4d3->b4f4,2,2,0,0.8302028179168701
5Q2/8/6p1/5R1p/6k1/6P1/3rq1P1/6K1 w - - 0 1,f5f1->g4g5->f8f4,2,2,0,1.3874197006225586
rr3b1k/2q2p1p/p1b1pP1Q/4pP2/1p2P3/3B4/PPP4P/1K4R1 w - - 0 1,a2a4->f8g7->h6g7,2,2,0,1.2300078868865967
R7/4npkp/6pr/5P2/3P2K1/8/1B6/8 w - - 0 1,f5f6->g7f6->d4d5,2,2,0,0.6608729362487793
r1b2rk1/pp3p2/2q1p2P/2p1R2p/5P1b/1P1B4/PBPP3P/5RK1 w - - 0 1,e5g5->h4g5->h6h7,2,2,0,1.3951339721679688
rnb1kr2/ppp1n1p1/1q2p3/6Np/5Q2/8/PPP2PPP/2KR1B1R w q - 0 1,a2a4->f8h8->f4f7,2,2,0,0.987030029296875
7r/8/6p1/6p1/5pPk/5P1p/5P1K/6R1 w - - 0 1,g1g3->f4g3->f2g3,2,2,0,0.019443988800048828
2b5/2k1n1N1/1pp4Q/2Npn3/1P6/8/q4PPP/6K1 w - - 0 1,h6c6->c7d8->c6b6,2,2,0,0.31924915313720703
R7/1b2B3/1k6/4N3/K1Pb4/8/8/5q2 w - - 0 1,c4c5->d4c5->e7d8,2,2,0,0.3420369625091553
3N4/p7/kp6/1R6/2K5/7P/3R4/4b3 w - - 0 1,d2a2->e1a5->a2a4->None,3,2,-1,0.24955487251281738
2r5/1pk1n2p/3bb1q1/2pp4/B4Q2/8/1P3PP1/R1B3K1 w - - 0 1,f4d6->c7d6->c1f4,2,2,0,0.713613748550415
1r6/2R3pk/4P1Np/3P2bP/8/5QPK/2p5/3q4 w - - 0 1,f3c3->b8h8->c3g7,2,2,0,0.24941205978393555
2r2bk1/pp3p2/4NPp1/3pP1Q1/b5P1/7R/P3q3/2r2RK1 w - - 0 1,g5h4->f8g7->h4h7,2,2,0,1.561264991760254
rr2k3/pppq1p2/1b1pNBnQ/1b2p1N1/4P3/2PP3P/PP3PP1/3RR2K w q - 0 1,g5h7->b8d8->e6g7,2,2,0,0.2303450107574463
R2r3r/R1pqbp1p/2kp1n2/1p6/4P1p1/2N1B3/2P2PPP/3Q2K1 w - - 0 1,d1a1->h8g8->a1a6,2,2,0,0.4250328540802002
k7/1RK5/1Pn5/8/8/8/8/8 w - - 0 1,c7c6->None,2,2,0,0.008333921432495117
8/Q5q1/8/8/8/b7/k1K5/7R w - - 0 1,h1a1->g7a1->a7f7,2,2,0,0.24891376495361328
r1r3q1/4R1pp/p1pk4/P7/1n1P4/6b1/1P2QPPP/4R1K1 w - - 0 1,f2f4->g8h8->e2e5,2,2,0,0.634483814239502
1k5r/Rppb3r/2q2p2/6p1/2P3n1/1P2Q2P/5BP1/5RK1 w - - 0 1,f1a1->h8g8->a7a8,2,2,0,0.16850829124450684
6R1/kp2qp2/p2p1p2/PP6/3br1P1/2PQ4/1K6/8 w - - 0 1,d3d4->b7b6->d4b6,2,2,0,1.4309828281402588
1r4rb/5pkn/8/4q1PP/8/p2Q4/PP6/1K3R2 w - - 0 1,d3g6->f7g6->h5h6,2,2,0,0.31216979026794434
R7/2k2r1r/3p4/3K1p2/8/1R5p/8/8 w - - 0 1,a8a7->c7d8->b3b8,2,2,0,0.21484589576721191
3r3r/p4pp1/3bkP2/3Rp3/4N1P1/5Q2/PP2KP2/q7 w - - 0 1,f3b3->h8g8->d5d6,2,2,0,0.13329195976257324
rkn5/pp1R4/2pn4/2N5/8/8/8/K7 w - - 0 1,d7b7->d6b7->c5a6,2,2,0,0.05400228500366211
2R5/pn3pb1/kp1p1r2/3P4/KR4P1/3P4/1P6/8 w - - 0 1,b4b6->a7b6->c8a8,2,2,0,0.7502529621124268
1Q6/8/8/8/p3B3/b1B1q3/k2n4/3K4 w - - 0 1,c3d2->e3a7->b8b1,2,2,0,0.7397289276123047
rn1qrk2/1np1bppB/pp1p3p/3P2N1/QP1P1B2/P1P5/6PP/R4RK1 w - - 0 1,f4c1->d8c8->f1f7,2,2,0,0.6172139644622803
1n3b1r/rb2k2p/pN2pp2/1p4qB/3N4/8/PPP3PP/R2Q3K w - - 0 1,d4b5->h8g8->d1d6,2,2,0,1.8726890087127686
rq3bnr/1NN1kppp/pB6/1p2pP2/4b3/8/PPP3PP/3R1RK1 w - - 0 1,f5f6->g7f6->b6c5,2,2,0,0.45869898796081543
4k1br/n1p4p/NpP2PPQ/pP5B/8/7q/P4r2/1K6 w k - 0 1,f6f7->e8d8->h6f8,2,2,0,0.07026410102844238
kn1R1b1r/Npp1pppp/8/8/1P5q/P3B3/2P1QPPP/2K5 w - - 0 1,a7b5->h8g8->b5c7,2,2,0,1.2268199920654297
r4b1r/pQ3Ppp/8/k1p1n1B1/q1p3b1/2P5/P1P2PPP/1R2R1K1 w - - 0 1,b1b6->h8g8->b6a6,2,2,0,0.7832939624786377
4kr2/1pp3pp/1p1bP3/3Np1B1/1P6/P7/2K1B1PP/8 w - - 0 1,d5c7->d6c7->e2b5,2,2,0,0.513059139251709
8/2B5/3R4/4kp1K/4b3/2P5/5P2/q7 w - - 0 1,f2f4->e5f4->d6d3,2,2,0,0.17276906967163086
6n1/1p2pk1r/p3N1pp/3P1n2/8/1P4QR/1BrqB1PP/6K1 w - - 0 1,e2h5->g8f6->g3g6,2,2,0,0.8546409606933594
r2qk2r/pb4pp/1n2Pb2/2B2Q2/p1p5/2P5/2B2PPP/RN2R1K1 w kq - 0 1,f5f6->h8g8->f6f7,2,2,0,0.28890490531921387
2qkr1n1/pp4Q1/2n2R2/2p3N1/7B/2P5/PP1r2PP/R5K1 w - - 0 1,g5e6->e8e6->f6f8,2,2,0,1.5770189762115479
R6r/1qp1b1pp/3p3k/5Q2/1P1n1P1N/7K/6P1/1r6 w - - 0 1,g2g4->h8g8->f5h5,2,2,0,2.785079002380371
r2q2r1/1ppn1ppk/3p3p/p2Pn3/P3P3/7R/3Q2PP/2B4K w - - 0 1,h3h6->g7h6->d2h6,2,2,0,0.10565185546875
2rkr3/ppq1bQ2/2pp1R1B/5B2/8/8/PPP2PPP/4R1K1 w - - 0 1,f5d7->e8h8->f7e7,2,2,0,0.3997459411621094
2k2b1r/Q4ppp/1p2Pn2/8/1Bp1qP2/4P3/PP2BP1P/2KR4 w - - 0 1,e6e7->h8g8->d1d8,2,2,0,0.7093148231506348
5r2/R2rb3/4k1p1/7p/4Nq1Q/B3N3/1P3PPP/6K1 w - - 0 1,h4e7->d7e7->a7e7,2,2,0,1.0137310028076172
r1b1k3/5p2/p1NRpb1p/1pq3rB/5Q2/8/P4PP1/6K1 w q - 0 1,f4f6->e8f8->d6d8,2,2,0,0.25031304359436035
r1bn1k1r/1pQ1bp1p/pP2p3/2p1NqpN/B2p4/B2P4/P1P2PPP/R4RK1 w - - 0 1,a3c5->h8g8->c5e7,2,2,0,0.3466312885284424
1k1r3r/p3Npb1/Qp1p2pp/4n1q1/2R5/6P1/PPP2P1P/4R2K w - - 0 1,c4a4->h8g8->a6a7,2,2,0,3.301270008087158
2n2q1r/R4pk1/RQ5r/6N1/2bP4/6K1/2B5/8 w - - 0 1,d4d5->h8g8->b6h6,2,2,0,1.0869140625
3r3r/p1q3R1/1ppk3p/4pP2/1P1nP2b/2N1B3/P7/3R1B1K w - - 0 1,d1d4->e5d4->e3f4,2,2,0,0.748579740524292
1q1rkr2/2Rp2bp/p2Pp1p1/1p2Pp2/4bB2/1Q3N2/BP3PPP/6K1 w - - 0 1,b3e6->d7e6->c7e7,2,2,0,2.3888518810272217
rn1k1b1r/1pq1nQ2/1pp1R1p1/6Np/8/3B4/PPP2PPP/3R2K1 w - - 0 1,e6e7->h8g8->e7e8,2,2,0,0.515599250793457
4r2k/ppp3p1/5N2/4nqN1/3p2b1/8/PPP2PPP/4R1K1 w - - 0 1,e1e5->e8g8->g5f7,2,2,0,1.9796910285949707
5k2/4n2R/5NPP/4n3/7K/8/8/8 w - - 0 1,h7f7->e5f7->g6g7,2,2,0,0.026162147521972656
5Q2/1pq3pk/5p1p/4pP1N/3pP3/3P4/1r5P/2r3RK w - - 0 1,h2h4->c7d8->f8g7,2,2,0,0.8950703144073486
8/p2Q2bp/1p2R3/3p2r1/7k/1P3P2/PP3qPK/8 w - - 0 1,e6e1->g7h8->d7h3,2,2,0,0.8381879329681396
r3Qrk1/p5pN/7R/1np2p2/8/8/3q1PPP/4R1K1 w - - 0 1,h7f6->g7f6->e8g6,2,2,0,1.8760461807250977
r1bqk2r/p1pn1pp1/1p2pn1p/8/3P4/B1PB4/P1P1QPPP/R3K1NR w KQkq - 0 1,e2e6->f7e6->d3g6,2,2,0,0.6253640651702881
2rqr3/4kpbQ/p2p2R1/2pPp3/8/P2P4/1P4PP/5R1K w - - 0 1,f1f7->e7f7->h7g7,2,2,0,0.2760329246520996
r1b5/1p1n3p/1p4r1/3R1N2/6kp/2n1P3/PP4KP/8 w - - 0 1,f5g3->a8b8->h2h3,2,2,0,0.8998050689697266
8/4Bpkp/4q1p1/8/5Q1K/8/8/8 w - - 0 1,f4h6->g7h6->e7f8,2,2,0,0.27617383003234863
3r3k/4B1p1/6Pn/5p2/2B5/4r1PR/5q2/7K w - - 0 1,h3h6->g7h6->e7f6,2,2,0,4.01109504699707
2kr1b1r/pp1n1ppp/2p1n3/8/1q4B1/3R2QP/P1P2P1B/3R2K1 w - - 0 1,d3d7->h8g8->g3b8,2,2,0,0.3366971015930176
r2q4/1b6/1p3p2/k3n3/pN6/2P5/3NQPPP/5RK1 w - - 0 1,f1a1->d8h8->d2b3,2,2,0,2.9415509700775146
8/5KBk/6p1/6Pb/7R/8/8/4q3 w - - 0 1,h4h5->g6h5->g5g6,2,2,0,0.1815800666809082
r6r/1p2bQ1p/p6k/2q3p1/6P1/P7/1PP4P/2K2R1b w - - 0 1,f1f3->h8g8->f3h3,2,2,0,0.6560080051422119
3R1rk1/p5p1/1p4q1/n4pN1/7Q/2p4P/2P2P2/6K1 w - - 0 1,h4g3->g8h8->d8f8,2,2,0,0.10568714141845703
r1qr1kn1/p3b1pp/1p2Rn2/4N3/2Q5/2N5/PPP2PPP/R5K1 w - - 0 1,e6f6->g7f6->c4f7,2,2,0,0.40811586380004883
r1r3q1/8/1K1pR3/3N4/2k3N1/p7/2P5/8 w - - 0 1,g4f6->g8h8->e6e4,2,2,0,0.23248982429504395
1r2q3/1R6/3p1kp1/1ppBp1b1/p3Pp2/2PP4/PP3P2/5K1Q w - - 0 1,b2b4->e8h8->b7f7,2,2,0,0.2760300636291504
8/8/R7/3nk3/1R4K1/1pPr4/8/8 w - - 0 1,b4b3->e5e4->a6e6,2,2,0,0.46282196044921875
7n/4N1kp/3Q3p/2p3pP/3b2P1/1r6/1r1q4/K4RB1 w - - 0 1,f1f8->h8f7->e7f5,2,2,0,0.593437910079956
4b1k1/8/5PP1/4B3/8/1pp5/2q5/K6R w - - 0 1,h1b1->g8h8->f6f7,2,2,0,2.5060417652130127
r3rk2/pppqppbQ/2n5/6N1/3P4/1B4R1/PPP2PP1/R3K3 w Q - 0 1,b3f7->e8d8->h7g8,2,2,0,0.27977800369262695
r2qkb1r/2p1nppp/p2p4/1p1N4/4P1N1/2P5/PP1P1PPP/2BQK2R w Kkq - 0 1,g4f6->g7f6->d5f6,2,2,0,0.3086540699005127
r1b5/p3b2R/1pp2kqB/5ppQ/P7/8/2P3PP/4R2K w - - 0 1,h5d1->c8d7->d1a1,2,2,0,0.5845780372619629
5r1k/p1R2p1p/2p2N2/4rn2/1p4R1/7P/PP4PK/8 w - - 0 1,a2a4->f8g8->g4g8,2,2,0,0.1287391185760498
1Q6/5kpn/5bN1/7P/8/2q4B/8/7K w - - 0 1,h1g1->h7f8->b8f8,2,2,0,0.18658900260925293
k7/2p1r3/K1P5/3Nb3/3RB3/8/8/8 w - - 0 1,d5c3->a8b8->d4d8,2,2,0,0.19159317016601562
2r1q1r1/pb1n1pk1/3p1n1p/2pP1P2/2p4B/P1P4R/3Q2PP/1B3RK1 w - - 0 1,d2h6->g7h6->h4f6,2,2,0,0.18956279754638672
k2r4/ppK1b3/8/1P6/N1R5/8/8/8 w - - 0 1,a4b6->a7b6->c4a4,2,2,0,0.39444684982299805
rnbq1r1k/ppppnBp1/1b5p/6NQ/3PPB2/8/PPP3PP/RN3K1R w - - 0 1,f4e5->f8g8->h5h6,2,2,0,0.877155065536499
r1b2r1k/pp2b3/3q1nQ1/1R6/8/3B4/2P2PPP/6K1 w - - 0 1,b5h5->f6h5->g6h7,2,2,0,0.6160922050476074
1r5R/pb2kpp1/1q1b1n2/3PN3/1p6/7Q/5PPP/2R3K1 w - - 0 1,e5g6->f7g6->h3e6,2,2,0,3.5384252071380615
5K1k/6p1/5b1n/4N3/3qBQ2/8/8/8 w - - 0 1,e4b1->h6g8->e5f7,2,2,0,0.3062558174133301
6R1/p4p2/1p2q2p/8/6Pk/8/PP2r1PK/3Q4 w - - 0 1,d1c1->e6e8->c1h6,2,2,0,1.5294289588928223
r1b2nk1/p4ppp/q1p1p3/b4N2/1np4Q/2B2N2/PPP2PPP/1K5R w - - 0 1,h4g3->g8h8->g3g7,2,2,0,0.5618510246276855
1q5k/p1Q1R1pp/2p5/3p4/8/6R1/Pr2r1PK/8 w - - 0 1,g3b3->h8g8->c7b8,2,2,0,0.13965487480163574
r4b1r/ppp1qb2/2np3p/5R2/3PP2k/4B1NP/PPP3K1/8 w - - 0 1,f5g5->h8g8->g3f5,2,2,0,0.4566609859466553
q1n3N1/1rk3r1/5Qn1/8/B1pN4/2P3p1/6P1/K7 w - - 0 1,f6f4->c7d8->d4e6,2,2,0,0.35955286026000977
2b1r3/3nkp2/4p3/B2PP2p/Ppq2R2/p6Q/1P2r3/1K6 w - - 0 1,h3f5->e8h8->f5f7,2,2,0,2.4871838092803955
rn4rk/1pp1bQ1p/p3p2B/1P1qNp2/P2P4/2P5/5PPP/R4RK1 w - - 0 1,f2f4->g8f8->h6g7,2,2,0,0.3809328079223633
R7/5pkr/4p1p1/2Pp2P1/1p6/2qQP3/R1B2PK1/7r w - - 0 1,a2a7->h7h8->d3g6,2,2,0,0.610943078994751
2b4k/p6p/4p1pN/3p1rB1/8/6P1/Pr2QP1P/q4BK1 w - - 0 1,e2b2->f5f6->g5f6,2,2,0,1.2905490398406982
3r3Q/4kp1p/p2r2bN/2Np4/4p3/2P5/Pq4PP/5R1K w - - 0 1,f1f7->g6f7->h6f5,2,2,0,0.5278067588806152
k2r4/1pK5/pP6/1Q6/B2r4/8/8/8 w - - 0 1,b5d5->d8h8->d5b7,2,2,0,0.08993816375732422
4r3/5r1p/R4pp1/1p1pk3/4pNPP/2P1K3/2P2P2/8 w - - 0 1,f2f3->e8h8->a6e6,2,2,0,1.7802047729492188
3q4/4np1b/4pk2/8/1Pn2B1K/4QB2/8/8 w - - 0 1,e3g1->d8h8->g1g5,2,2,0,0.9096376895904541
